"","site_location","site_name","svmp_region","contract_dnr_number","planting_date.x","planted_area_m2.x","number_shoots.x","monitoring_org","monitoring_date","veg_presence","planting_method.x","shoot_count","veg_area_m2","shoot_density_m2","days_since_planted","survival","notes.x","notes2","plantingID","planting_location_code","planting_date.y","planting_method.y","donor_site_code","subproj_code","activity_type","planting_geometry","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2.y","effective_area_planted_m2","number_planting_units","number_shoots.y","plot_shoot_density_m2","planted_area_shoot_density_m2","notes.y","plt_date_match","plt_area_match","num_shoots_match","plt_method_match"
"591","Westcott Bay","Westcott Bay West - PNNL - test - 2013","SJS","IAA 12-317",2013-06-14,"25",472,"PNNL",2014-03-11,"present","staple",81,25,3.24,270,0.171610169491525,NA,NA,"WES_west__2013-06-14__staple__PNT","WES_west",2013-06-14,"staple","PNT","twentypc__WDFW__PNNL","test","point",5,57,285,25,0.59,118,472,1.65614035087719,18.88,"middle of bay, planted along a depth gradient from -5.0' to -9.0'","match","match","match","match"
"592","Westcott Bay","Westcott Bay West - PNNL - test - 2013","SJS","IAA 12-317",2013-06-14,"25",472,"PNNL",2017-05-26,"absent","staple",1,25,0.04,1442,0.00211864406779661,"anchors were found but only 1 shoot was found on the 0m transect, bottom is fine and soft",NA,"WES_west__2013-06-14__staple__PNT","WES_west",2013-06-14,"staple","PNT","twentypc__WDFW__PNNL","test","point",5,57,285,25,0.59,118,472,1.65614035087719,18.88,"middle of bay, planted along a depth gradient from -5.0' to -9.0'","match","match","match","match"
"593","Zangle Cove","Zangle Cove - DNR - test - 1 Chia - 2016","SPS","0",2016-06-06,"6.25E-2",40,"DNR",2016-07-02,"present","rebar",NA,NA,NA,26,NA,"DNR snorkel monitoring. Few plants remaining. Observed ghost shrimp! Sensors cleaned.",NA,"ZAN_3__2016-06-06__rebar__DPW","ZAN_3",2016-06-06,"rebar","DPW","dnr__DNR__unspecified","test","point",0.25,0.25,0.0625,0.25,0.025,1,40,640,160,"1, 0.0625 m2 rebar quads planted and PAR sensor installed ~ 2 m away","match","no_match","match","match"
"594","Zangle Cove","Zangle Cove - DNR - test - 1 Chia - 2016","SPS","0",2016-06-06,"6.25E-2",40,"DNR",2016-08-18,"absent","rebar",0,NA,NA,73,0,"DNR snorkel monitoring. Cound not find Chia plots",NA,"ZAN_3__2016-06-06__rebar__DPW","ZAN_3",2016-06-06,"rebar","DPW","dnr__DNR__unspecified","test","point",0.25,0.25,0.0625,0.25,0.025,1,40,640,160,"1, 0.0625 m2 rebar quads planted and PAR sensor installed ~ 2 m away","match","no_match","match","match"
"595","Zangle Cove","Zangle Cove - DNR - test - 4 Chia - 2016","SPS","0",2016-07-21,"0.25",200,"DNR",2016-08-18,"absent","rebar",0,NA,NA,28,0,"DNR snorkel monitoring. Cound not find Chia plots.",NA,"ZAN_4__2016-07-21__rebar__DPW","ZAN_4",2016-07-21,"rebar","DPW","dnr__DNR__unspecified","test","point",4,0.25,1,1,0.1,4,200,200,200,"4, 0.0625 m2 rebar quads planted (chia pets)","match","no_match","match","match"
"596","Zangle Cove","Zangle Cove - PNNL - test - 2013","SPS","IAA 12-317",2013-06-06,"45",872,"PNNL",2013-12-05,"present","staple",NA,45,NA,182,NA,"both natural eelgrass and planted shoots looked very good, plants were larger than expected for this time of year, most 0.5m-0.75m, and nice and green, estimated % remaining = 75 - 90% of area planted still had eelgrass",NA,"ZAN_1__2013-06-06__staple__THC","ZAN_1",2013-06-06,"staple","THC","twentypc__WDFW__PNNL","test","point",5,9,45,45,1.09,218,872,19.3777777777778,19.3777777777778,"None.","match","match","match","match"
"597","Zangle Cove","Zangle Cove - PNNL - test - 2013","SPS","IAA 12-317",2013-06-06,"45",872,"PNNL",2014-03-27,"present","staple",539,45,11.9777777777778,294,0.618119266055046,"Shrimp burrows and mounds throughout the site",NA,"ZAN_1__2013-06-06__staple__THC","ZAN_1",2013-06-06,"staple","THC","twentypc__WDFW__PNNL","test","point",5,9,45,45,1.09,218,872,19.3777777777778,19.3777777777778,"None.","match","match","match","match"
"598","Zangle Cove","Zangle Cove - PNNL - test - 2013","SPS","IAA 12-317",2013-06-06,"45",872,"PNNL",2014-05-16,"present","staple",NA,45,NA,344,NA,"plants present with reproductive shoots developing. Photos here: K:\projects\Eelgrass_Restoration\2011_EPA_20percent\PRODUCTS\Task_4\Photos\2014_05_16_ZangleCove",NA,"ZAN_1__2013-06-06__staple__THC","ZAN_1",2013-06-06,"staple","THC","twentypc__WDFW__PNNL","test","point",5,9,45,45,1.09,218,872,19.3777777777778,19.3777777777778,"None.","match","match","match","match"
"599","Zangle Cove","Zangle Cove - PNNL - test - 2013","SPS","IAA 12-317",2013-06-06,"45",872,"PNNL",2013-08-20,"present","staple",NA,45,NA,75,NA,"plants present. Photos here: K:\projects\Eelgrass_Restoration\2011_EPA_20percent\PRODUCTS\Task_4\Photos\2013_08_20\Zangle_Cove",NA,"ZAN_1__2013-06-06__staple__THC","ZAN_1",2013-06-06,"staple","THC","twentypc__WDFW__PNNL","test","point",5,9,45,45,1.09,218,872,19.3777777777778,19.3777777777778,"None.","match","match","match","match"
"600","Zangle Cove","Zangle Cove - SW - PNNL - test - 2015","SPS","IAA 12-317.1",2015-05-06,"25",500,"DNR",2016-05-23,"absent","staple",0,NA,NA,383,0,"DNR snorkel monitoring. No plants observed. Quite a bit of algae.",NA,"ZAN_2__2015-05-06__staple__THC","ZAN_2",2015-05-06,"staple","THC","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"None.","match","match","match","match"
"601","Dumas Bay","Dumas Bay - KC Zm Restoration - test 2 - 2022","CPS","0",2022-05-19,"5",400,"DNR",2022-05-31,"present","rebar",NA,NA,NA,12,NA,"Sensor swap, eelgrass check. All transplants from 2020, 2021, and 400 shoots from 2022 looked great.",NA,"DB_test_6__2022-06-16__rebar__DPW","DB_test_6",2022-06-16,"rebar","DPW","kingco__KingCounty__unspecified","test","point",10,1,10,5,1.5,60,720,72,144,"set helical anchor 20 m NE of light sensor. From that point, measure out 20 m and planted a 0.25 m2 checkboard along the tape starting at 2 m to 7 m, then again at 12 m to 17 m. Checkerboard pattern layout as follows: 2-2.5 m nearshore planting, 2.5-3 m offshore planting, 3-3.5 nearshore planting, etc.","no_match","match","no_match","match"
"602","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","CPS","0",2021-05-13,"2.25",180,"DNR",2021-06-26,"absent","rebar",0,NA,NA,44,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found and removed all rebar.",NA,"QMH_5a__2021-05-13__rebar__DPW","QMH_5a",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,0.5,1.25,0.75,0.225,9,180,144,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","match","no_match","match","match"
"603","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","CPS","0",2021-05-14,"2.25",180,"DNR",2021-06-26,"absent","rebar",0,NA,NA,43,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found and removed all rebar.",NA,"QMH_5a__2021-05-13__rebar__DPW","QMH_5a",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,0.5,1.25,0.75,0.225,9,180,144,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","no_match","no_match","match","match"
"604","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","CPS","0",2021-05-13,"2.25",180,"DNR",2022-05-31,"absent","rebar",0,NA,NA,383,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found and removed all rebar. KC project (IAA 93-097520) Dockton site, all equipment pulled.",NA,"QMH_5a__2021-05-13__rebar__DPW","QMH_5a",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,0.5,1.25,0.75,0.225,9,180,144,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","match","no_match","match","match"
"605","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","CPS","0",2021-05-14,"2.25",180,"DNR",2022-05-31,"absent","rebar",0,NA,NA,382,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found and removed all rebar. KC project (IAA 93-097520) Dockton site, all equipment pulled.",NA,"QMH_5a__2021-05-13__rebar__DPW","QMH_5a",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,0.5,1.25,0.75,0.225,9,180,144,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","no_match","no_match","match","match"
"606","Anderson Island","Anderson Island Northwest - PNNL - test - 2020","CPS","0",2020-06-30,"5",500,"DNR",2025-06-24,"unknown","rebar",NA,NA,NA,NA,NA,"visited site but could not find Zm because of excessive green algae biomass",NA,"AND_nw1__2020-06-30__rebar__THC","AND_nw1",2020-06-30,"rebar","THC","zos_rec_ps__USACE__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"170deg az, sandy with non-attached ulva","match","match","match","match"
"607","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2025-06-24,"present","rebar",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 18, 0.25m2 quadrats along with canopy heights",NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"608","Harstine Island","Harstine - PNNL - Large Scale 1 - north (deep) - 2018","CPS","93-094344",2018-05-15,"138",13800,"DNR",2025-06-12,"absent","rebar",NA,NA,NA,NA,NA,"no Zm, recovered rebar",NA,"HAR_deep_L1__2018-05-15__rebar__RPT","HAR_deep_L1",2018-05-15,"rebar","RPT","zos_rec_ps__USFWS__PNNL","large scale","line",42,5,210,138,13.8,552,13800,65.7142857142857,100,"base line runs 30°M; 25 shoots/rebar; 552 rebar planted on the offshore side of the base line, see planting diagram, offshore transect","match","match","match","match"
"609","Harstine Island","Harstine - PNNL - Large Scale 1 - south (shallow) - 2018","CPS","93-099661",2018-06-14,"97",9688,"DNR",2025-06-12,"absent","rebar",NA,NA,NA,NA,NA,"no Zm, recovered rebar",NA,"HAR_shallow_L1__2018-06-14__rebar__WNB","HAR_shallow_L1",2018-06-14,"rebar","WNB","zos_rest_3_deltas__USACE__PNNL","large scale","line",31,5,155,97,9.7,388,9688,62.5032258064516,99.8762886597938,"2","match","match","match","match"
"610","Harstine Island","Harstine Island - PNNL - Large Scale 2 - shallow - 2019","CPS","93-094344",2019-05-14,"rebar",234,"DNR",2025-06-12,"absent","rebar",NA,NA,NA,NA,NA,"no Zm, recovered rebar",NA,"HAR_shallow_L2__2019-05-14__rebar__Mix","HAR_shallow_L2",2019-05-14,"rebar","Mix","zos_rec_ps__USFWS__PNNL","large scale","line",39,6,234,136.75,13.675,547,13320,56.9230769230769,97.4040219378428,"2","match","no_match","no_match","match"
"611","Anderson Island","Anderson Island South 3 - east - PNNL - large - 2017","CPS","IAA 15-101",2017-08-08,"105.25",10525,"DNR",2025-06-25,"present","rebar",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 6, 0.25m2 quadrats along with canopy heights. Bed was quite a bit smaller than previous years. UAS surveys were likely limited due to visibility",NA,"AND_south_L4__2017-08-08__rebar__THC","AND_south_L4",2017-08-08,"rebar","THC","zos_rest_3_deltas__USACE__PNNL","large scale","line",30,5,150,105.25,10.525,421,10525,70.1666666666667,100,"Site also known as Gaeckle 3, base line runs 320°","match","match","match","match"
"612","Myrtle Edwards Park","Myrtle Edwards - DNR - test 2 - DW - 2022","CPS","0",2022-05-17,"7.75",620,"DNR",2025-06-10,"absent","rebar",NA,NA,NA,NA,NA,"sensor swap, no Zm observed",NA,"MRE_2__2022-05-17__rebar__DPW_r2","MRE_2",2022-05-17,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,1,2.5,7.75,0.775,31,620,248,80,"planted 10, 0.25 m2 plots of 3 rebar each with DuPont Wharf Zm 16 m southeast of the 2021 test transplants, adjacent to the sandy beach of Myrtle Edwards Park. Transplants were set up as a shallow 0.25 m2 plot with 3 rebar and an adjacent and deeper 0.25 m2 plot with 3 rebar. There were 5 rows of these from shallow to deep with 1 rebar placed in the middle between rows 2 and 3.","match","match","match","match"
"613","Joemma Beach State Park","Joemma Beach State Park Mid North - NW - PNNL - large - 2015","CPS","IAA 12-317.1",2015-06-07,"151",12000,"DNR",2025-07-09,"present","staple",NA,NA,NA,NA,NA,"Zm present, monitored shoot density (#/0.25m2) and canopy height, Transect 5 seemed impacted. Possible causes could be build up of green algae on deep edge or sediment plume from Whiteman Cove hydrologic restoration.",NA,"JSP_mid_north_P1__2015-06-07__staple__Mix","JSP_mid_north_P1",2015-06-07,"staple","Mix","zos_rest_ps__DNR__PNNL","large scale","polygon",60,40,2400,151.25,15,3000,12000,5,79.3388429752066,"4","match","no_match","match","match"
"614","Joemma Beach State Park","Joemma Beach State Park South - SE - HC - large 1 - 2016","CPS","SC 16-17",2016-07-25,"160",20260,"DNR",2025-06-23,"present","burlap",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 13, 0.25 m2 quadrats along with canopy heights",NA,"JSP_south_P1__2016-07-25__burlap__RKB","JSP_south_P1",2016-07-25,"burlap","RKB","zos_rest_ps__WDFW__Hart Crowser","large scale","polygon",20,8,160,60,60,960,20260,126.625,337.666666666667,"None.","match","no_match","match","match"
"615","Joemma Beach State Park","Joemma Beach State Park South - SE - HC - large 1 - 2016","CPS","SC 16-17",2016-07-25,"160",20260,"DNR",2025-07-08,"present","burlap",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 17, 0.25 m2 quadrats along with canopy heights",NA,"JSP_south_P1__2016-07-25__burlap__RKB","JSP_south_P1",2016-07-25,"burlap","RKB","zos_rest_ps__WDFW__Hart Crowser","large scale","polygon",20,8,160,60,60,960,20260,126.625,337.666666666667,"None.","match","no_match","match","match"
"616","Joemma Beach State Park","Joemma Beach State Park Mid - DNR - BESE v1 - 1 - Aboveground (AG)","DNR","test",2017-04-29,NA,NA,"DNR",2025-07-08,"present","staple",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 28, 0.25 m2 quadrats along with canopy heights",NA,"JSP_mid_AG1__2017-04-29__staple__DMB","JSP_mid_AG1",2017-04-29,"staple","DMB","dnr__DNR__unspecified","test","point",1,1,1,0.008,0.015,3,12,12,1500,"BESE setup version 1 - setup was incorrect. Rather than removing all the eelgrass, it was left in place and new BESEs set just westward. 3 planting units with 4 shoots each. Dumas Bay shoots.","match",NA,NA,"match"
"617","Joemma Beach State Park","Joemma Beach State Park Mid North - NE - PNNL - large - 2015","DNR","large scale",2015-06-07,"151",12000,"DNR",2025-07-08,"present","staple",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 6, 0.25 m2 quadrats along with canopy heights. Transect #2 of North PNNL large scale plot from 2015.",NA,"JSP_mid_north_P1__2015-06-07__staple__Mix","JSP_mid_north_P1",2015-06-07,"staple","Mix","zos_rest_ps__DNR__PNNL","large scale","polygon",60,40,2400,151.25,15,3000,12000,5,79.3388429752066,"4","match","no_match","match","match"
"618","Joemma Beach State Park","Joemma Beach State Park Mid - PNNL - shallow - test - 2013","WDFW","test",2013-06-05,"36",712,"DNR",2025-07-08,"absent","staple",NA,NA,NA,NA,NA,"no Zm. Possible cause for loss is the sediment plume from the Whiteman Cove hydrologic restoration",NA,"JSP_mid_shallow__2013-06-05__staple__Mix","JSP_mid_shallow",2013-06-05,"staple","Mix","twentypc__WDFW__PNNL","test","point",6,6,36,36,0.89,178,712,19.7777777777778,19.7777777777778,"Plants from two donor sites were tested at Joemma Beach State Park. Helical removed from test plot on 7 June 2016.","match","match","match","match"
"619","Joemma Beach State Park","Joemma Beach State Park - Mid - chia - 2016","DNR","test",2016-05-24,"0.56000000000000005",360,"DNR",2025-07-09,"present","rebar",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 15, 0.25 m2 quadrats along with canopy heights",NA,"JSP_chia_1__2016-05-24__rebar__DPW","JSP_chia_1",2016-05-24,"rebar","DPW","dnr__DNR__unspecified","test","point",9,0.25,2.25,0.56,0.225,9,360,160,642.857142857143,"Planted 9, rebar quads (0.0625 m2) at the south end of Transect 3 at Joemma Beach State Park Mid South - PNNL - large - 2015.","match","no_match","match","match"
"620","Joemma Beach State Park","Joemma Beach State Park South - SE - HC - large 4 - 2017","WDFW","large scale",2017-05-22,"80",26149,"DNR",2025-06-23,"absent","staple",NA,NA,NA,NA,NA,"no Zm. Possible cause for loss is the sediment plume from the Whiteman Cove hydrologic restoration",NA,"JSP_south_P4__2017-05-22__turf__RKB","JSP_south_P4",2017-05-22,"turf","RKB","zos_rest_ps__WDFW__Hart Crowser","large scale","polygon",20,8,160,80,26.15,2615,26149,163.43125,326.8625,"Referred to as 'Joemma Beach State Park 3' (large-scale site) in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple b/c donor site was DuPont Wharf). Estimated number of PUs at test-transplant site as 26149/10 = 2615","match","match","match","no_match"
"621","Joemma Beach State Park","Joemma Beach State Park South - SE - DNR - methods - 2017","DNR","test",2017-05-26,"1.25",90,"DNR",2025-06-23,"absent",NA,NA,NA,NA,NA,NA,"no Zm. Possible cause for loss is the sediment plume from the Whiteman Cove hydrologic restoration",NA,"JSP_south_P5__2017-05-26__burlap__DPW","JSP_south_P5",2017-05-26,"burlap","DPW","zos_rest_methods__DNR__unspecified","test","grid",10,4,40,1.25,0.1875,3,90,2.25,72,"overall area was 10 m x 4 m (40 m2), Actual area was 5 m2 (20, 0.25 m2 plots)","match","match","match",NA
"622","Joemma Beach State Park","Joemma Beach State Park Mid South - N - PNNL - large - 2015","DNR","large scale",2015-05-17,NA,NA,"DNR",2025-07-09,"present","staple",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 30, 0.25 m2 quadrats along with canopy heights. Transect #5 of South PNNL large scale plot from 2015. Transect 5 seemed impacted. Possible causes could be build up of green algae on deep edge or sediment plume from Whiteman Cove hydrologic restoration.",NA,"JSP_mid_south_P1__2015-05-17__staple__Mix","JSP_mid_south_P1",2015-05-17,"staple","Mix","zos_rest_ps__DNR__PNNL","large scale","polygon",50,40,2000,126.25,12.75,2550,10200,5.1,80.7920792079208,"4","match",NA,NA,"match"
"623","Joemma Beach State Park","Joemma Beach State Park Mid South - N - PNNL - large - 2015","DNR","large scale",2015-05-17,NA,NA,"DNR",2025-07-09,"present","staple",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 36, 0.25 m2 quadrats along with canopy heights. Transect #4 of South PNNL large scale plot from 2015.",NA,"JSP_mid_south_P1__2015-05-17__staple__Mix","JSP_mid_south_P1",2015-05-17,"staple","Mix","zos_rest_ps__DNR__PNNL","large scale","polygon",50,40,2000,126.25,12.75,2550,10200,5.1,80.7920792079208,"4","match",NA,NA,"match"
"624","Joemma Beach State Park","Joemma Beach State Park Mid South - N - PNNL - large - 2015","DNR","large scale",2015-05-17,NA,NA,"DNR",2025-07-09,"present","staple",NA,NA,NA,NA,NA,"Zm present, shoot density measured in 16, 0.25 m2 quadrats along with canopy heights. Transect #3 of South PNNL large scale plot from 2015. Transect 3 seemed impacted with much fewer shoots and area. Possible causes could be build up of green algae on deep edge or sediment plume from Whiteman Cove hydrologic restoration.",NA,"JSP_mid_south_P1__2015-05-17__staple__Mix","JSP_mid_south_P1",2015-05-17,"staple","Mix","zos_rest_ps__DNR__PNNL","large scale","polygon",50,40,2000,126.25,12.75,2550,10200,5.1,80.7920792079208,"4","match",NA,NA,"match"
